737	"彼が返事せん時、頭では分かっとるやろ。
「今は待つ時や」て。

それでも指が動くんは、待ち方を知らんからや。待つんは我慢やない。技や。技は覚えられるで。

本気の子だけでええ。フォローして、コメントに『無料鑑定』て四文字。それだけで、ウチがあんたの番を作るわ"	2026-08-25T14:30:00	scheduled				
738	"会うたら普通、LINEでは冷たい。
あの落差に振り回されとる子、多いな。

目の前におる時が本当の温度や。文字は、その人の【面倒くさがり】が出るだけの場所やで。

あんたの彼もそう？　コメントで教えて"	2026-08-25T16:00:00	scheduled				
739	"五年、十年の縁は、一回の喧嘩では切れん。
切れるとしたら、積み上がった小さい遠慮の方や。

「言わんとこ」を重ねた分だけ、距離は静かに開く。喧嘩より、黙る方が怖いんやで。

悩みだけコメントに置いてって。名前も生年月日も要らん。フォローもしといてくれたら順番に視ていけるわ"	2026-08-25T17:30:00	scheduled				
740	"「もう連絡せん」て決めた日から、何日もった。
三日か、一週間か。

責めへんで。決めたこと自体が一歩や。何日もったかやのうて、決められた自分の方を数えたり。

何日もった？　コメントで教えて"	2026-08-25T19:00:00	scheduled				
741	"彼の本音は、言葉やのうて段取りに出る。
口下手な男ほどそうや。

会う日を先に押さえる、待ち合わせに早う来る、車の中で座る位置。そこを見てへんと、ずっと文字だけで判断してまうで。

彼の生まれ月だけ、コメントに置いてって。フォローもしといてくれたら、あんたの分を見失わんで済む"	2026-08-25T20:30:00	scheduled				
742	"あんたが今しんどいんは、答えが無いからやない。
答えを毎日ゼロから考え直しとるからや。

同じ問いを朝と昼と夜に三回。それを一ヶ月続けたら、誰でも潰れる。

今夜の分、あと何人か視れる。フォローして、コメントに『無料鑑定』て置いてって。埋まったらそこで閉めるわ"	2026-08-25T22:00:00	scheduled				
743	"「大丈夫？」て聞いても「大丈夫」しか返ってこん男。
あれ、隠しとるんやない。

自分の中身を言葉にする回路が、もともと細いだけや。責めても太らん。別の聞き方を作った方が早いで。

うちの彼もそうや、いう子は🌙置いてって"	2026-08-25T23:30:00	scheduled				
744	"友達は「もう終わったよ」て言う。
それ、薄情やない。あんたを早う楽にさせたいだけや。

ただな、その人らはあんたの二人を見てへん。周りの言葉で決めんでええ。決めるんはあんたや。

ひとつだけ選び。①彼の気持ちが知りたい ②連絡が来ん理由を知りたい ③戻れるかどうか知りたい——フォローして、番号をコメントに。順番に視ていくからな"	2026-08-26T01:00:00	scheduled				
745	"別れたあと、相手のSNSを見に行く。
あれ、確かめとるようで、確かめられんのや。

公開にした、鍵にした、投稿を消した——動きに一貫した意味なんかない。見に行った分だけ、あんたが削れる。

見に行くのやめられた子、おる？　🌙で教えて"	2026-08-26T02:30:00	scheduled				
746	"彼が「また連絡する」て言うて、せんかった。
あれで信用を落とすんは、もったいないで。

あの人にとっては予定やのうて願望や。嘘つく気やない。守る力が無いだけや。そこは分けて持っとき。

本気で彼の本音知りたい子だけでええ。いいねとフォローして、DMに『無料鑑定』の四文字だけ送っといで。あとはウチが順番に聞く"	2026-08-26T04:00:00	scheduled				
747	"復縁で一番あかん一手、なんやと思う。
長文でも、追いLINEでもない。

——相手に答えを迫ることや。「どうしたいん」て聞いた瞬間、決めきれてへん男は逃げる方に転ぶ。

やってもうたことある子は、🌙で教えて"	2026-08-26T05:30:00	scheduled				
748	"誕生日は、追いかけやのうて口実や。
おめでとうの一言は、催促でも詰めでもない。

重い話をせんでええ日に、名前だけ思い出してもらう。それがいちばん軽い一手なんやで。

彼の生まれ月、コメントで教えて"	2026-08-26T07:00:00	scheduled				
749	"眠れん夜に、答えを出そうとせんとき。
夜中に出した結論は、たいてい朝に取り消したなる。

横になっとくだけで体は休まる。寝ることを目標にせんでええ。それでもう合格や。

眠れん夜がある子は、🌙置いてって"	2026-08-26T08:30:00	scheduled				
750	"「あんたのためを思って」て言う男は、たいてい自分のために言うとる。

本気であんたを思う人は、あんたが安心して眠れる形を作ろうとする。手元に置いときたいだけの人は、あんたが眠れんでも置いておく。

難しいことは何もいらん。フォローして『無料鑑定』てコメントするだけや。生年月日はこっちで聞くさかい、用意せんでええで"	2026-08-26T10:00:00	scheduled				
751	"音信不通は二種類ある。
【切った沈黙】と【動けん沈黙】や。

見分け方はな、最後の一通に謝罪か気遣いが入っとるかどうか。入っとったら、それは切った側の言葉やない。

あんたのはどっちやと思う？　コメントで教えて"	2026-08-26T11:30:00	scheduled				
752	"彼が仕事に沈んどる時期、恋の話は届かん。
それは順位の話やのうて、容量の話や。

手が塞がっとる人に荷物を渡しても持たれへん。置く時期を変えるだけで、同じ一言が全然ちがう顔になるで。

今いちばん叶えたいんは、どれや。①急に冷めた彼の本音が知りたい ②別れた彼ともう一回 ③返事が来ん理由を知りたい——フォローして番号だけ置いといで。四文字も要らん、数字ひとつでええ"	2026-08-26T13:00:00	scheduled				
753	"あんた、彼の前で泣けるか。
泣ける相手いうんは、それだけで縁が深い証拠やで。

人前で崩れられん人ほど、崩れられる相手を覚えとる。忘れられてへんのは、そこや。

彼の前で泣いたことある子は、🌙置いてって"	2026-08-26T14:30:00	scheduled				
754	"「自分が追う恋やないと無理」て言う男がおる。
あれ、本音やなくて仕組みの説明や。

離れられて初めて気持ちが見える作りをしとる、いうことや。追う側におる限り、その人の目は覚めん。

本気の子だけでええ。フォローして、コメントに『無料鑑定』て四文字。それだけで、ウチがあんたの番を作るわ"	2026-08-26T16:00:00	scheduled				
755	"既読が早いのに返事が遅い。
それ、迷っとる証拠やで。

断る答えが決まっとる相手には、既読も遅い。開いて、読んで、閉じて、また開く。その分だけ考えてくれとる。

あんたの彼は、既読早い？　コメントで教えて"	2026-08-26T17:30:00	scheduled				
756	"彼に釣り合う女になろう、て頑張っとる子。
その努力、方向が一個だけずれとる。

釣り合いを取りにいくと、下から見上げる形が固定される。並ぶんは、上がることやのうて、自分の足で立つことや。

固定投稿から無料診断してみてな。生年月日入れるだけ、30秒で視たる"	2026-08-26T19:00:00	scheduled				
757	"三日返事が無い。それだけで最悪を想像しとるやろ。

三日は、彼にとってはただの三日や。あんたにとっての三日と、長さがちがう。同じ時計を使うとらんだけやで。

何日で不安になる？　コメントで教えて"	2026-08-26T20:30:00	scheduled				
758	"復縁できる人と、できん人。
分かれ目は気持ちの強さやない。

【止まれるかどうか】や。怖なった時に手を止められる人が残る。追いかけた分だけ縁が伸びる、いうことは無いんや。

今日視れるんは十人までや。フォローして、DMに『無料鑑定』て送っといで。四文字だけでええ"	2026-08-26T22:00:00	scheduled				
759	"あの人の言葉と行動が食い違う。
それ、二枚舌やない。芯が定まってへんだけや。

揉めるんが何より嫌いな人は、その場その場を丸めて逃げる。悪気は無い。せやから、余計に読みにくいんやで。

言葉と行動、どっちを信じる？　コメントで教えて"	2026-08-26T23:30:00	scheduled				
760	"「今は無理」と「もう無理」は、まったく別の言葉や。

前者には時期が入っとる。後者には入ってへん。彼が使うたんはどっちやったか、もう一回だけ思い出してみ。

彼はどっちやった？　コメントで教えて"	2026-08-27T01:00:00	scheduled				
761	"会えん理由を、彼は言わんかった。
そこがざわつくんは分かる。

せやけどな、理由を言わんのは隠しとるからやのうて、【自分でも説明でけん】からのことが多い。問い詰めても、出てこんで。

悩みだけコメントに置いてって。名前も生年月日も要らん。フォローもしといてくれたら順番に視ていけるわ"	2026-08-27T02:30:00	scheduled				
762	"彼のために我慢した、その回数を数えとる子。

その帳面な、彼には見えてへんのや。見せてへんからやない。我慢は、した側にしか残らんもんやから。数えるほど、あんただけが重うなるで。

数えてまう子は、🌙置いてって"	2026-08-27T04:00:00	scheduled				
763	"好きな人の前で「重い女」になるんが怖い。
それ、みんな同じや。

ただな、重いんは気持ちの量やのうて、返事を求める形の方や。同じ長さでも、答えを迫らん一通は、ぜんぜん重ならんで。

いいねとフォローして、コメントに『無料鑑定』て置いてって。四文字だけでええ、あとはウチが聞くわ"	2026-08-27T05:30:00	scheduled				
764	"別れたあとに来る「元気？」の一通。
あれ、未練やない場合もある。

自分がまだ相手の中に居るか、確かめにきとるだけのこともある。飛びつく前に、そのあと何を言うてくるかを見とき。

来たことある子は、🌙で教えて"	2026-08-27T07:00:00	scheduled				
765	"復縁の相談で、ウチが一番よう言うことがある。

——先に自分の暮らしを回せ。
連絡を待つ日々を「待つだけの日」にせんこと。あんたの毎日が動いとるほど、次の一通が軽うなるんや。

番号だけでええ。①別れ話のあとで止まっとる ②急に冷たなった ③ずっと片思い——どれか置いてって。フォローしといてくれたら、あんたの分を見失わん"	2026-08-27T08:30:00	scheduled				
766	"朝に「大丈夫」て自分に言うて起きた子。
それ、もうやり方を掴んどるで。

連絡の有無と自分の値打ちを、切り離せた朝や。前は一直線に繋いでもうてたやろ。線を切れたんは、大きい一歩やで。

言うてる子は、🌙置いてって"	2026-08-27T10:00:00	scheduled				
767	"彼の家庭や事情を、あんたが背負わんとき。

心配するんは優しさや。せやけど、背負うんは別のことや。背負うた瞬間、あんたが我慢する側に固定される。そこは持たんでええ荷物やで。

ひとりで考えとっても、同じとこ回るだけやろ。DMに『無料鑑定』の四文字だけ送っといで。あとはウチが聞くから、手ぶらでええ"	2026-08-27T11:30:00	scheduled				
768	"「嫌いになってへんよ」て言われた。
それで安心した子。ちょっと待ち。

それは、いちばん角の立たん言葉や。優しさやけど、約束やない。安心の材料には、まだ弱いで。

言われたことある子は、コメントで教えて"	2026-08-27T13:00:00	scheduled				
769	"何回も別れて、何回も戻ってきた二人。
その形自体は、悪ないんや。

ただ、毎回おんなじ形で戻っとるなら、次も同じとこで切れる。戻り方を変えん限り、切れ方は変わらんで。

彼の生まれ月だけ、コメントに置いてって。フォローもしといてくれたら、あんたの分を見失わんで済む"	2026-08-27T14:30:00	scheduled				
770	"彼を待つ時間に、自分の楽しみを一個だけ置いとき。

本でも、散歩でも、なんでもええ。静けさが怖いんは、余白があるからや。埋めるんが不安やのうて、好きなもんに変わったら、待つ日が変わる。

何して過ごしとる？　コメントで教えて"	2026-08-27T16:00:00	scheduled				
771	"ウチは「必ず戻る」とは言わん。
そんな保証、占いにはできんからや。

けどな、今どっちを向いとるかは、逃げずに言い切る。当たりのええことだけ聞きたいなら、他をあたってな。

本気で知りたい子だけ、固定投稿から診断してきな。ウチが無料で視たる"	2026-08-27T17:30:00	scheduled				
772	"あんたが今日ここまで読んだ、いうことは。
まだ諦めてへん、いうことや。

それは執着やない。ちゃんと人を好きになれる力が、まだ生きとる証拠や。そこは、誰にも笑わせん。

ウチは毎晩、彼の本音を視てる。見逃したない子はフォローしといてな"	2026-08-27T19:00:00	scheduled				
