783	"昼休みにスマホ開いて、また閉じた子。

送る文は、もう三回書き直しとるやろ。
その慎重さは、あんたの武器や。

彼の生まれ月だけ置いてって。順番に視ていくわ"	2026-08-28 15:30:00	scheduled				
784	"既婚とか、誰にも言えん関係を抱えとる子。

ここでは名前も要らん。事情も書かんでええ。
言えん話を持っとるだけで、人はじゅうぶん疲れる。

彼の生まれ月だけ、置いてって"	2026-08-28 17:00:00	scheduled				
785	"彼が謝れるかどうか、生まれ月で見える。

4月生まれは溜めてから一気に謝る。
12月生まれは見栄が邪魔して、用件のふりして来る。
1月生まれは理屈から入る。

あんたの彼は？"	2026-08-28 18:30:00	scheduled				
786	"「友達に戻ろう」て言われた子。

あれ、全部が終わりの言葉やない。
3月生まれが言う時は、情で切れんかっただけや。

彼、何月生まれ？"	2026-08-28 20:00:00	scheduled				
787	"追えば追うほど引かれる。それ、生まれ月で真逆やで。

3月生まれは追われると重荷に感じる。放っといたら気になる。
7月生まれは追われたい。けど自分からは言わん。

あんたの彼は？"	2026-08-28 21:30:00	scheduled				
788	"夕方、彼の名前を検索した子。

見に行ってもうた自分を、責めんでええ。
気になるうちは、まだ終わってへんいうだけや。

彼の生まれ月、置いてってみ"	2026-08-28 23:00:00	scheduled				
789	"彼から急に連絡が来る前触れ、生まれ月で出方がちがう。

8月生まれはあんたが黙った時。
2月生まれはあんたが諦めた頃。
10月生まれは半年たった頃や。

あんたの彼は？"	2026-08-29 00:30:00	scheduled				
790	"「重いって思われたかな」で止まっとる子。

送らんかった一通のこと、まだ覚えとるやろ。
送らんかったんも、ひとつの手や。間違いやない。

彼の生まれ月、置いてって"	2026-08-29 02:00:00	scheduled				
791	"この時間に起きとる子。眠れんのやろ。

11月生まれは沈黙が長い。けど切ってはない。
9月生まれは三ヶ月目に、ふっと揺れる。

あんたの彼、何月生まれ？"	2026-08-29 03:30:00	scheduled				
792	"彼が別れを切り出す時の言い方、生まれ月で全然ちゃう。

12月生まれは最後まで態度を変えん。急に終わる。
6月生まれは長い文で理由を並べる。

あんたの彼はどっちやった？"	2026-08-29 05:00:00	scheduled				
793	"朝に「今日は大丈夫」て自分に言うて起きた子。

それ、もうやり方を掴んどる。
連絡の有無で一日の色が決まらんようになったら、その恋は強い。

彼の生まれ月だけ置いてって"	2026-08-29 06:30:00	scheduled				
794	"「今は無理」と「もう無理」は、まったく別の言葉や。

前者には時期が入っとる。後者には入ってへん。
彼が使うたんは、どっちやった？

生まれ月も添えてくれたら、そこまで視る"	2026-08-29 08:00:00	scheduled				
795	"何回も別れて、何回も戻ってきた二人。

その形自体は悪ない。
ただ、毎回おんなじとこで切れとるなら、切れる場所に理由がある。

彼の生まれ月、置いてって"	2026-08-29 09:30:00	scheduled				
796	"彼の「ありがとう」が短い時。

冷たいんやない場合がある。
4月生まれは、言葉が足りん代わりに態度で返す人や。

あんたの彼、何月生まれ？"	2026-08-29 11:00:00	scheduled				
797	"復縁したいだけの子は、この先読まんとき。

ウチが視るんは「戻れるか」やのうて「戻ってどうするか」やから。

そこまで考える気のある子だけ、彼の生まれ月を置いてって"	2026-08-29 12:30:00	scheduled				
798	"彼が「落ち着いたら」と言うたきり、音沙汰ない。

1月生まれが言う時は、ほんまに段取りの話や。
12月生まれが言う時は、言い出せん時の蓋や。

あんたの彼は？"	2026-08-29 14:00:00	scheduled				
799	"彼が戻ってくる時の入り口、生まれ月でこんだけちゃう。

3月生まれは何もなかった顔で来る。
5月生まれは用事をこしらえて来る。
7月生まれは、あんたから来るのを待っとる。

あんたの彼は？"	2026-08-29 15:30:00	scheduled				
800	"待つのがしんどいんやない。

いつまで待つか決まってへんのが、しんどいんや。
そこに日付が入るだけで、同じ時間の重さが変わる。

彼の生まれ月、置いてって。目安を渡したる"	2026-08-29 17:00:00	scheduled				
801	"誰にも言えんまま、今日も一日終わった子。

友達にも家族にも言えん恋を、一人で抱えとるやろ。
名前も事情も要らん。

彼の生まれ月だけ、コメントに置いてって"	2026-08-29 18:30:00	scheduled				
802	"明日また、あの画面を開く前に。

一個だけ言うとくわ。
返事が来ん日でも、あんたの値打ちは一ミリも減らん。

彼の生まれ月、置いてって。順番に視ていくで"	2026-08-29 20:00:00	scheduled				
