27	"打って、消して、また打った子。

その往復、何回した？

①1〜2回　②5回超え　③数えてへん

番号だけ置いてって。
消した回数は、気持ちの重さと同じや。"	2026-09-02 18:57:40	scheduled					b
28	"追いラインを送ってもうた子。

やってもうた、と思とるやろ。

大丈夫や。あれで終わる縁は、
その前からもう終わっとる。

一通で崩れるほど、縁は薄うない。いいね押してき。"	2026-09-02 20:27:40	scheduled					b
29	"「忙しい」て言われた時。

①ほんまに忙しい
②距離を置きたい

見分けは、ひとつだけ。忙しさが終わった後、
向こうから来るかどうかや。

あんたのは、どっちやと思う？　番号で。"	2026-09-02 21:57:40	scheduled					b
30	"通知を切れん子。

切ったら来た時に気づけん、
そう思て、ずっと鳴らんスマホを見とる。

切っても、来たもんは消えん。
消えるんは、待っとるあんたの時間だけや。

切れんままの子は、いいね押してき。"	2026-09-02 23:27:40	scheduled					b
31	"電話をかけたなる夜がある。

かけたらあかん、とは言わん。
ただ、酒が入っとる時だけはやめとき。

シラフで押せる番号だけ、押したらええ。

分かる子は、いいねだけ。"	2026-09-03 00:57:40	scheduled					b
32	"向こうが黙っとる間に、あんたは何周した？

同じ場面を、頭の中で何回も再生しとるやろ。

①3周くらい　②数えきれん　③今も回っとる

番号だけコメントして。"	2026-09-03 02:27:40	scheduled					b
33	"人が消える前には、前触れが出る。

返信が短うなる。予定の話が減る。
そして、笑い方が変わる。

後から思い返して「あの時か」て気づくやつや。

あんたは、どれで気づいた？"	2026-09-03 03:57:40	scheduled					b
34	"名前も事情も言えん恋を、しとる子。

誰にも話せんまま、今日もちゃんと働いた。
それだけで、じゅうぶんや。

ここでは、事情は聞かん。

読んだ子は、いいねだけ置いてって。"	2026-09-03 05:27:40	scheduled					b
35	"会える時間が、向こうの都合で決まる子。

その待ち方に慣れてきたら、危ない。

慣れは強さやない。感覚が鈍っただけや。

まだしんどいと思えとるうちは、大丈夫や。
いいねだけ置いてってくれたらええ。"	2026-09-03 06:57:40	scheduled					b
36	"向こうの予定に、自分の予定を合わせとる子。

いつ呼ばれてもええように、
先の約束を入れんようになってへんか。

空けて待つんは、優しさやのうて癖や。

思い当たる子は、いいね押してき。"	2026-09-03 08:27:40	scheduled					b
37	"記念日を数えられん恋、しとる子。

数えられんだけで、無かったことにはならん。

覚えとるんはあんただけ、それでもええ。
記録は要らん。記憶で足りる。

分かる子は、いいね。"	2026-09-03 09:57:40	scheduled					b
38	"写真が一枚も残せん恋。

残らんから軽い、いうことは無い。

形に残せんもんの方が、
消すのに時間がかかるくらいや。

分かる子は、いいねだけ。"	2026-09-03 11:27:40	scheduled					b
39	"罪悪感で眠れん夜がある子。

その罪悪感を、消そうとせんでええ。

あれは、あんたがまだ真っ当な証拠や。
消えたら、そっちの方が危ない。

眠れてへん子は、いいねだけ。"	2026-09-03 12:57:40	scheduled					b
40	"向こうから家族の話が出た時。

隠す相手にはせん話や。

ただし、それが近づいた合図か、
線を引き直した合図かは、言い方に出る。

どんな言い方やった？　覚えとる子はコメントして。"	2026-09-03 14:27:40	scheduled					b
41	"終わらせる日を、自分で決めとる子はおるか。

①決めとる
②決めてへん

番号だけ置いてって。

決めた方が強い、とは言わん。
ただ、決めてへん人ほど、長引く。"	2026-09-03 15:57:40	scheduled					b
42	"会える時間は短いのに、中身が濃い。

そういう恋がある。

時間の長さと、縁の深さは別もんや。
そこは混ぜんでええ。

心当たりある子はいいね。"	2026-09-03 17:27:40	scheduled					b
43	"職場の人を好きになってしもた子。

逃げ場が無いんが、いちばんきつい。
会いとうない日も、会わなあかん。

その距離で保っとるだけで、たいしたもんや。

毎日それやっとる子は、いいね。"	2026-09-03 18:57:40	scheduled					b
44	"友達のまま、何年も経っとる子。

言わんかったから続いた、
とも言えるし、言わんかったから進まん、とも言える。

どっちを取るか、そろそろ決める時期かもしれんな。

今、何年目？　数字だけコメントして。"	2026-09-03 20:27:40	scheduled					b
45	"年の差を、自分だけが気にしとる子。

相手が一度も口に出してへんのやったら、
それは、あんたの中だけにある壁や。

壁の場所を間違えたら、越え方も間違う。

心当たりある子は、いいね押してき。"	2026-09-03 21:57:40	scheduled					b
46	"好きになった後で、相手に人がおると知った子。

知らんかったんやから、あんたは悪ない。

問題は今からや。
知った上で、どうするかだけが問われとる。

今そこにおる子は、いいね。"	2026-09-03 23:27:40	scheduled					b
47	"順番が悪かっただけの恋がある。

早すぎたか、遅すぎたか。
中身は間違うてへんのに、時期だけがずれた。

そういう縁は、時期が合うたらまた動く。

思い当たる子は、いいねだけ置いてって。"	2026-09-04 00:57:40	scheduled					b
48	"うまくいかんのを、自分のせいにしとる子。

「あの時ああ言わんかったら」を、何回やった？

①1回や2回　②毎日　③今もやっとる

番号だけコメントして。"	2026-09-04 02:27:40	scheduled					b
49	"周りに言うても分かってもらえん子。

「早く忘れ」「もっとええ人おる」——
言うてる方に悪気は無い。

ただ、あんたの話を聞く気も無い。

ここでは、そういう返しはせん。
それでええ子は、フォローしといて。"	2026-09-04 03:57:40	scheduled					b
50	"幸せそうな投稿を見るのが、しんどい時期がある。

見んようにしとるんは、逃げやない。
自分を守っとるだけや。

ミュートは優しさやで。自分への。

もう切っとる子は、いいね。"	2026-09-04 05:27:40	scheduled					b
51	"夜が長い子。

昼は仕事があるから保つ。
問題は、静かになってからやろ。

その時間だけ、ここに来たらええ。

いいね押しといたら、次も届く。"	2026-09-04 06:57:40	scheduled					b
52	"仕事に逃げとる子。

逃げ場があるんは、強みや。
何も無い人より、よっぽどええ。

ただ、体だけは削らんとき。

当てはまる子は、いいね押してき。"	2026-09-04 08:27:40	scheduled					b
53	"泣けん子。

泣けたら楽になる、てよう言うけど、
泣けん人もおる。それも普通や。

出てこん涙を、無理に出さんでええ。

泣けてへん子は、いいねだけ。"	2026-09-04 09:57:40	scheduled					b
54	"誰かに話したいだけの日がある。

答えも助言も要らん。
ただ、あったことを言葉にしたいだけの日。

そういう時は、ここにひと言だけ置いてってええ。"	2026-09-04 11:27:40	scheduled					b
55	"しんどい時に、ちゃんと飯食えとる子。

それ、当たり前やないで。

恋でしんどい時に生活を回せる人は、
恋が終わっても立て直せる人や。

食えとる子は、いいね押してき。"	2026-09-04 12:57:40	scheduled					b
56	"占い師を選ぶ時、当たるかどうかで選ばんとき。

当てるだけの占いに、意味は無い。

聞くべきは「で、明日どうしたらええん」の方や。

そこを言い切る占い師を選び。

ウチはそっちや。フォローしといて。"	2026-09-04 14:27:40	scheduled					b
57	"「大丈夫、きっと戻るよ」

ウチはそれ、言わん。
言うた方が喜ばれるんは知っとる。

せやけど、戻らん縁もある。
そこを濁したら、ただの気休めや。

本音が聞ける子だけ、フォローしといて。"	2026-09-04 15:57:40	scheduled					b
58	"なんで無料で視るんか、言うとくわ。

無料で視て、ほんまに要る子にだけ、
その先を案内するためや。

視ても動かん子には、案内せん。
それが誠実やと思とる。

気になった子は、固定を覗いてみ。"	2026-09-04 17:27:40	scheduled					b
59	"相談されても、断ることがある。

「別れさせて」「復讐したい」——
そういうんは受けん。

ウチが視るんは、あんたが前に進むためのもんだけや。

それでええ子は、フォローしといて。"	2026-09-04 18:57:40	scheduled					b
60	"今日ここに辿り着いた子へ。

しんどい恋を、誰にも言わんまま検索して、
たまたま流れてきたんがここやったんやろ。

ここでは、事情を晒さんでええ。
いいねとフォローだけで受け付ける。

順に視ていくで。"	2026-09-04 20:27:40	scheduled					b
